time,x,y,z,xref,yref,zref,ux,uy,uz
1.9e-05,2.251,-0.1562,-0.0004495,6.072e-07,6.072e-07,0.0006072,-1.221e-06,-1.221e-06,0.01961
0.010234,2.305,-0.1123,-0.0003882,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.020241,2.378,-0.05371,-0.0003123,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
0.030234,2.446,0.0293,-0.0002306,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.040234,2.534,0.08789,-0.0001693,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.050234,2.598,0.1562,-0.0001664,-7.351e-06,-7.351e-06,-0.007351,-8.547e-06,-8.547e-06,0.01961
0.060234,2.7,0.2051,-0.0002101,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.070234,2.754,0.2344,-0.000324,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.080234,2.842,0.2686,-0.0004611,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.090234,2.91,0.2832,-0.0005604,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.100234,2.983,0.3125,-0.0006363,7.342e-06,7.342e-06,0.007342,6.105e-06,6.105e-06,0.01961
0.110234,3.081,0.3662,-0.0006654,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.120234,3.184,0.4102,-0.0006596,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
0.130234,3.311,0.4688,-0.0006392,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.140234,3.438,0.5225,-0.0006479,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.150234,3.54,0.5469,-0.0007005,-7.339e-06,-7.339e-06,-0.007339,-8.547e-06,-8.547e-06,0.01961
0.160234,3.638,0.5908,-0.0008318,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.170234,3.716,0.5908,-0.0009836,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.180235,3.784,0.5957,-0.001173,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.190234,3.853,0.5957,-0.00134,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.200234,3.921,0.5762,-0.001453,7.34e-06,7.34e-06,0.00734,6.105e-06,6.105e-06,0.01961
0.210234,4.004,0.5957,-0.001521,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.220233,4.102,0.5957,-0.001535,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
0.230234,4.185,0.6152,-0.001547,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.240234,4.268,0.6348,-0.001573,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.250235,4.316,0.6299,-0.001649,-7.371e-06,-7.371e-06,-0.007371,-8.547e-06,-8.547e-06,0.01961
0.260234,4.385,0.6055,-0.001757,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.270233,4.39,0.5908,-0.001938,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.280234,4.404,0.542,-0.002104,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.290234,4.404,0.498,-0.002253,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.300234,4.404,0.4492,-0.002349,7.342e-06,7.342e-06,0.007342,6.105e-06,6.105e-06,0.01961
0.310235,4.429,0.4053,-0.00237,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.320235,4.419,0.3809,-0.002367,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
0.330234,4.419,0.3564,-0.002329,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.340234,4.414,0.3369,-0.002312,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.350234,4.39,0.2979,-0.002329,-7.341e-06,-7.341e-06,-0.007341,-8.547e-06,-8.547e-06,0.01961
0.360234,4.336,0.2637,-0.002396,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.370233,4.277,0.1953,-0.002498,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.380234,4.209,0.1318,-0.002603,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.390235,4.136,0.04883,-0.002668,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.400234,4.033,-0.009766,-0.002703,7.363e-06,7.363e-06,0.007363,6.105e-06,6.105e-06,0.01961
0.410234,3.994,-0.08301,-0.002635,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.420234,3.892,-0.1221,-0.002548,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
0.430233,3.833,-0.1514,-0.002431,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.440235,3.74,-0.1709,-0.002341,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.450233,3.643,-0.2148,-0.002271,-7.333e-06,-7.333e-06,-0.007333,-8.547e-06,-8.547e-06,0.01961
0.460234,3.564,-0.2637,-0.002244,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.470234,3.423,-0.3076,-0.002277,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.480235,3.306,-0.376,-0.002291,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.490234,3.179,-0.4395,-0.002291,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.500234,3.057,-0.4932,-0.002241,7.355e-06,7.355e-06,0.007355,6.105e-06,6.105e-06,0.01961
0.510233,2.949,-0.5225,-0.002116,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.520234,2.842,-0.5518,-0.001941,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
0.530235,2.754,-0.5518,-0.001763,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.540234,2.676,-0.5713,-0.001582,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.550234,2.568,-0.5713,-0.001468,-7.352e-06,-7.352e-06,-0.007352,-8.547e-06,-8.547e-06,0.01961
0.560234,2.476,-0.5664,-0.001407,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.570234,2.373,-0.5908,-0.00138,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.580234,2.28,-0.6152,-0.001363,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.590234,2.183,-0.6494,-0.001313,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.600235,2.095,-0.6592,-0.001232,7.371e-06,7.371e-06,0.007371,6.105e-06,6.105e-06,0.01961
0.610234,2.036,-0.6494,-0.001086,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.620233,1.982,-0.6299,-0.0009077,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
0.630234,1.943,-0.5859,-0.0007151,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.640235,1.919,-0.5371,-0.0005633,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.650233,1.89,-0.498,-0.0004495,-7.334e-06,-7.334e-06,-0.007334,-8.547e-06,-8.547e-06,0.01961
0.660234,1.885,-0.4639,-0.0003969,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.670233,1.865,-0.4492,-0.0003853,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.680235,1.846,-0.4199,-0.0004086,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.690234,1.836,-0.4053,-0.0003998,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.700233,1.826,-0.376,-0.0003619,7.333e-06,7.333e-06,0.007333,6.105e-06,6.105e-06,0.01961
0.710235,1.855,-0.3271,-0.0002714,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.720233,1.89,-0.2637,-0.0001576,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
0.730235,1.968,-0.1855,-3.502e-05,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.740234,2.041,-0.1074,5.545e-05,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.750234,2.114,-0.03418,7.88e-05,-7.339e-06,-7.339e-06,-0.007339,-8.547e-06,-8.547e-06,0.01961
0.760234,2.197,0.01953,7.588e-05,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.770234,2.256,0.06348,-8.756e-06,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.780235,2.334,0.1025,-0.000108,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.790234,2.412,0.1367,-0.0001955,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.800234,2.5,0.1758,-0.0002422,7.358e-06,7.358e-06,0.007358,6.105e-06,6.105e-06,0.01961
0.810234,2.603,0.2441,-0.0002539,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.820235,2.729,0.3076,-0.0002306,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
0.830235,2.856,0.3809,-0.0001985,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.840235,2.998,0.459,-0.0002043,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.850234,3.125,0.5127,-0.0002539,-7.343e-06,-7.343e-06,-0.007343,-8.547e-06,-8.547e-06,0.01961
0.860234,3.252,0.5615,-0.0003619,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.870234,3.354,0.5859,-0.0005283,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.880234,3.462,0.6055,-0.0007121,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.890234,3.569,0.6201,-0.0008873,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
0.900233,3.667,0.6348,-0.00101,7.334e-06,7.334e-06,0.007334,6.105e-06,6.105e-06,0.01961
0.910234,3.789,0.6689,-0.001094,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
0.920234,3.906,0.6934,-0.001129,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
0.930234,4.038,0.7275,-0.00115,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
0.940234,4.16,0.7617,-0.001202,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
0.950234,4.248,0.7812,-0.00129,-7.341e-06,-7.341e-06,-0.007341,-8.547e-06,-8.547e-06,0.01961
0.960234,4.341,0.8008,-0.001459,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
0.970234,4.409,0.7666,-0.001643,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
0.980234,4.468,0.7275,-0.001839,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
0.990236,4.521,0.7031,-0.002026,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.000233,4.561,0.6592,-0.002151,7.33e-06,7.33e-06,0.00733,6.105e-06,6.105e-06,0.01961
1.010234,4.609,0.6445,-0.002227,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.020234,4.658,0.6104,-0.002241,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
1.030235,4.683,0.6104,-0.002256,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.040234,4.717,0.5908,-0.002279,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.050233,4.722,0.5664,-0.002341,-7.336e-06,-7.336e-06,-0.007336,-8.547e-06,-8.547e-06,0.01961
1.060234,4.736,0.5225,-0.002446,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.070234,4.697,0.4492,-0.002583,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
1.080235,4.648,0.3809,-0.002732,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.090235,4.59,0.293,-0.002837,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.100233,4.507,0.2197,-0.002895,7.331e-06,7.331e-06,0.007331,6.105e-06,6.105e-06,0.01961
1.110233,4.463,0.1562,-0.002878,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.120235,4.395,0.1123,-0.002831,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
1.130233,4.331,0.06836,-0.002749,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.140233,4.268,0.0293,-0.002679,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.150235,4.17,-0.01953,-0.00265,-7.374e-06,-7.374e-06,-0.007374,-8.547e-06,-8.547e-06,0.01961
1.160234,4.072,-0.07812,-0.002665,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.170234,3.955,-0.166,-0.002694,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
1.180233,3.809,-0.2441,-0.002738,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.190233,3.672,-0.3223,-0.002749,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.200234,3.53,-0.4004,-0.002703,7.339e-06,7.339e-06,0.007339,6.105e-06,6.105e-06,0.01961
1.210234,3.398,-0.4541,-0.002598,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.220234,3.276,-0.498,-0.002443,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
1.230235,3.169,-0.5225,-0.002268,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.240233,3.071,-0.5615,-0.002093,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.250233,2.93,-0.5908,-0.001967,-7.33e-06,-7.33e-06,-0.00733,-8.547e-06,-8.547e-06,0.01961
1.260233,2.798,-0.6152,-0.001888,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.270234,2.651,-0.6641,-0.00185,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
1.280233,2.51,-0.7031,-0.001824,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.290234,2.368,-0.7471,-0.001772,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.300234,2.246,-0.7812,-0.001658,7.358e-06,7.358e-06,0.007358,6.105e-06,6.105e-06,0.01961
1.310236,2.153,-0.7861,-0.001506,0.0002999,0.0002999,0.2999,0.0002991,0.0002991,0.3333
1.320235,2.046,-0.7959,-0.00129,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
1.330234,1.973,-0.7666,-0.001077,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.340233,1.895,-0.7471,-0.0008727,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.350234,1.826,-0.7275,-0.0007267,-7.364e-06,-7.364e-06,-0.007364,-8.547e-06,-8.547e-06,0.01961
1.360234,1.758,-0.6836,-0.0006508,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.370234,1.641,-0.6836,-0.0006012,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451
1.380234,1.548,-0.6738,-0.0005808,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.390234,1.465,-0.6641,-0.0005341,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.400234,1.377,-0.6543,-0.0004436,7.352e-06,7.352e-06,0.007352,6.105e-06,6.105e-06,0.01961
1.410234,1.299,-0.6152,-0.0003065,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.420234,1.235,-0.5664,-0.000143,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
1.430234,1.196,-0.498,3.21e-05,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.440234,1.157,-0.4248,0.0001839,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.450234,1.123,-0.3564,0.0002568,-7.35e-06,-7.35e-06,-0.00735,-8.547e-06,-8.547e-06,0.01961
1.460233,1.113,-0.3027,0.000286,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.470234,1.084,-0.2734,0.0002568,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
1.480235,1.055,-0.2295,0.0002043,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.490234,1.04,-0.2002,0.0001751,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.500234,1.055,-0.166,0.0001839,7.353e-06,7.353e-06,0.007353,6.105e-06,6.105e-06,0.01961
1.510234,1.094,-0.1074,0.0002364,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.520234,1.143,-0.04395,0.0003181,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
1.530235,1.23,0.03906,0.0003998,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.540235,1.333,0.1172,0.0004582,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.550233,1.45,0.1953,0.0004495,-7.329e-06,-7.329e-06,-0.007329,-8.547e-06,-8.547e-06,0.01961
1.560235,1.597,0.249,0.0003853,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.570233,1.738,0.2979,0.0002656,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
1.580233,1.904,0.3223,0.000143,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.590234,2.056,0.3564,1.751e-05,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.600233,2.222,0.4004,-7.588e-05,7.335e-06,7.335e-06,0.007335,6.105e-06,6.105e-06,0.01961
1.610234,2.402,0.4639,-0.0001197,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.620234,2.598,0.5176,-0.0001226,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
1.630234,2.793,0.5957,-0.0001197,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.640233,2.969,0.6592,-0.0001518,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.650233,3.149,0.7227,-0.0002481,-7.326e-06,-7.326e-06,-0.007326,-8.547e-06,-8.547e-06,0.01961
1.660233,3.345,0.7617,-0.0003853,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.670234,3.472,0.7812,-0.0005837,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451
1.680233,3.618,0.7959,-0.0007939,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.690234,3.76,0.8008,-0.0009894,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.700234,3.882,0.8008,-0.001135,7.351e-06,7.351e-06,0.007351,6.105e-06,6.105e-06,0.01961
1.710234,4.019,0.8301,-0.001258,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.720234,4.15,0.8447,-0.00131,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
1.730235,4.292,0.8691,-0.001357,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.740234,4.419,0.8984,-0.001442,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.750233,4.531,0.9082,-0.001559,-7.319e-06,-7.319e-06,-0.007319,-8.547e-06,-8.547e-06,0.01961
1.760233,4.634,0.8984,-0.001725,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.770235,4.692,0.8594,-0.001932,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451
1.780235,4.761,0.8154,-0.002139,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.790234,4.8,0.7666,-0.002335,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.800233,4.824,0.7178,-0.002472,7.333e-06,7.333e-06,0.007333,6.105e-06,6.105e-06,0.01961
1.810235,4.854,0.6738,-0.002542,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.820234,4.873,0.6396,-0.002583,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
1.830233,4.912,0.6104,-0.00258,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.840234,4.922,0.5811,-0.002603,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.850234,4.917,0.5371,-0.002665,-7.357e-06,-7.357e-06,-0.007357,-8.547e-06,-8.547e-06,0.01961
1.860235,4.893,0.4785,-0.002761,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.870234,4.839,0.3857,-0.002886,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
1.880234,4.761,0.3027,-0.003015,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.890234,4.668,0.2197,-0.003126,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
1.900234,4.57,0.1221,-0.003158,7.348e-06,7.348e-06,0.007348,6.105e-06,6.105e-06,0.01961
1.910233,4.492,0.04395,-0.003126,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
1.920234,4.37,-0.01465,-0.003059,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
1.930234,4.302,-0.06348,-0.002954,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
1.940235,4.194,-0.1123,-0.002866,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
1.950233,4.082,-0.1855,-0.002796,-7.336e-06,-7.336e-06,-0.007336,-8.547e-06,-8.547e-06,0.01961
1.960233,3.965,-0.249,-0.002787,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
1.970234,3.799,-0.3369,-0.002793,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
1.980234,3.638,-0.4199,-0.002814,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
1.990233,3.467,-0.5029,-0.002796,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
2.000233,3.311,-0.5811,-0.002732,7.334e-06,7.334e-06,0.007334,6.105e-06,6.105e-06,0.01961
2.010234,3.169,-0.6494,-0.002574,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
2.020235,2.998,-0.6787,-0.002402,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
2.030235,2.876,-0.7031,-0.002195,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
2.040235,2.734,-0.7275,-0.002002,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
2.050235,2.603,-0.752,-0.001859,-7.385e-06,-7.385e-06,-0.007385,-8.547e-06,-8.547e-06,0.01961
2.060233,2.446,-0.7715,-0.001754,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
2.070234,2.295,-0.8252,-0.001678,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
2.080234,2.148,-0.8594,-0.00162,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
2.090234,1.997,-0.9033,-0.001535,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
2.100234,1.865,-0.9277,-0.001404,7.361e-06,7.361e-06,0.007361,6.105e-06,6.105e-06,0.01961
2.110234,1.748,-0.918,-0.001226,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
2.120234,1.621,-0.9131,-0.001001,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902
2.130234,1.523,-0.8789,-0.0007559,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
2.140234,1.406,-0.8447,-0.0005487,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
2.150233,1.27,-0.8008,-0.0003998,-7.33e-06,-7.33e-06,-0.00733,-8.547e-06,-8.547e-06,0.01961
2.160233,1.143,-0.7666,-0.0002919,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
2.170234,0.9912,-0.7568,-0.0002335,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451
2.180234,0.8447,-0.7471,-0.0001897,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
2.190234,0.6689,-0.7275,-0.0001459,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
2.200234,0.5176,-0.7031,-5.253e-05,7.343e-06,7.343e-06,0.007343,6.105e-06,6.105e-06,0.01961
2.210233,0.3857,-0.6494,7.588e-05,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
2.220235,0.2539,-0.6152,0.0002598,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
2.230234,0.1416,-0.5469,0.0004465,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
2.240234,0.01465,-0.4785,0.0005925,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
2.250233,-0.09766,-0.415,0.0006888,-7.327e-06,-7.327e-06,-0.007327,-8.547e-06,-8.547e-06,0.01961
2.260233,-0.2051,-0.3662,0.0007267,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
2.270234,-0.3418,-0.3271,0.0006946,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451
2.280235,-0.4736,-0.3076,0.0006654,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
2.290235,-0.6104,-0.2881,0.000645,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
2.300234,-0.7275,-0.2734,0.0006771,7.356e-06,7.356e-06,0.007356,6.105e-06,6.105e-06,0.01961
2.310234,-0.8398,-0.21,0.0007238,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333
2.320234,-0.9424,-0.1807,0.0008406,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902
2.330235,-1.011,-0.1221,0.0009602,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902
2.340233,-1.104,-0.05859,0.001036,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941
2.350234,-1.187,-0.01465,0.001062,-7.347e-06,-7.347e-06,-0.007347,-8.547e-06,-8.547e-06,0.01961
2.360235,-1.255,0.009766,0.001039,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941
2.370234,-1.372,0.009766,0.0009631,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451
2.380234,-1.479,0.0293,0.0008668,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451
2.390234,-1.587,0.01953,0.0008026,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549
