time,vC2_true,iL_true,vC2_EKF,iL_EKF,vC2_UKF,iL_UKF,vC1_meas
25.79,-0.2767,-0.0005226,-0.3355834229910234,-0.0005720069132177136,-0.32686373592861534,-0.0006014227132935102,-1.646
25.8,-0.3278,-0.0004345,-0.39486118144629945,-0.0004631149195628165,-0.39605095363269366,-0.0005199083756122794,-1.822
25.81,-0.4189,-0.0004334,-0.7463772957737703,-0.00129134434508285,-0.4588133270950294,-0.00040754794349824884,-2.004
25.82,-0.494,-0.0003531,-1.1826895569234304,-0.0022095800377210095,-0.4915885275958669,-0.00019371116745418287,-2.164
25.83,-0.5676,-0.0002711,-1.6108087360767191,-0.0028823935667411163,-0.5326644322473206,-2.3612531261323294e-05,-2.341
25.84,-0.6278,-0.000129,-1.9677528241256739,-0.003152162558128435,-0.5947922137187164,7.12692456122138e-05,-2.528
25.85,-0.7002,-2.495e-05,-2.219043001822949,-0.002985399077116198,-0.6656504515220505,0.00014563537484256538,-2.712
25.86,-0.753,0.0001499,-2.380019507998099,-0.0025130835868124738,-0.7524966167457204,0.00018036918531395292,-2.906
25.87,-0.8155,0.0002868,-2.412205908054214,-0.0016690507966253658,-0.7953741870884827,0.00037761865160406967,-3.058
25.88,-0.8674,0.0005539,-2.4038671431786347,-0.0008163971901731376,-0.8559098855640331,0.0005048310268509635,-3.244
25.89,-0.9226,0.0006202,-2.3328876082486985,0.00010985433459151226,-0.885189714358806,0.0007349720241712804,-3.395
25.9,-0.9579,0.0008935,-2.27213514684145,0.0008513810423742014,-0.9330042859692499,0.0008841312261865883,-3.573
25.91,-0.9968,0.0009716,-2.250677527276605,0.0013465783625791503,-1.0115012096850389,0.0009292113480357729,-3.766
25.92,-1.026,0.001187,-2.188388437674025,0.0019029027810719664,-1.0303685335599675,0.0011855046682104425,-3.896
25.93,-1.064,0.001384,-2.171570505256428,0.0022235060602451965,-1.0716607917007406,0.0013419999266967584,-4.069
25.94,-1.074,0.001592,-2.151575588101089,0.0025120775912955587,-1.0870010271545738,0.0015756497336604778,-4.207
25.95,-1.087,0.001746,-2.135226614188415,0.0027506712474276557,-1.08639441686522,0.0018368568649181154,-4.339
25.96,-1.084,0.001993,-2.1258088188140083,0.002936813758914667,-1.0778335268501802,0.0020922778205767992,-4.465
25.97,-1.09,0.002243,-2.115635739589108,0.0031045484109441597,-1.0587274817055836,0.002349616369017013,-4.578
25.98,-1.074,0.002446,-2.1261109271868617,0.0031866566025462017,-1.0551488278327215,0.0025217555483180876,-4.7
25.99,-1.059,0.002653,-2.127086783385907,0.0032977977171471237,-1.0407081418233952,0.002710422574875785,-4.798
26.0,-1.026,0.002809,-2.0934659889710683,0.0035124514386456057,-0.9929392266631069,0.0029834877717661665,-4.865
26.01,-0.9967,0.002972,-2.067308630449986,0.0036707965804007236,-0.9554386970184205,0.0031794702672896433,-4.945
26.02,-0.9667,0.003239,-2.0312213437719824,0.003839118094206283,-0.9114355129530712,0.0033665062707789223,-5.004
26.03,-0.904,0.00328,-2.016546876743578,0.003911760975832735,-0.8921967038595292,0.003442782273448018,-5.076
26.04,-0.8481,0.003629,-1.9560124380940138,0.004125600126492769,-0.8299367624729287,0.003649872953311182,-5.092
26.05,-0.7973,0.003725,-1.8996388474219057,0.004286853684136954,-0.7739301582973853,0.0037984818895279698,-5.122
26.06,-0.7307,0.003917,-1.8338966164194979,0.004448021638212452,-0.7098810971022764,0.003944874391490492,-5.131
26.07,-0.6694,0.003998,-1.7387056704035992,0.004671944403453121,-0.617017540290604,0.004154686614110646,-5.108
26.08,-0.5899,0.004086,-1.6738441134804205,0.0047486256235546075,-0.5545738622841977,0.004219601284915148,-5.11
26.09,-0.5033,0.004294,-1.600429990864213,0.0048325460566608055,-0.4833121408049236,0.004294914358927818,-5.079
26.1,-0.4198,0.004354,-1.5107231546140942,0.004945308679480785,-0.39528317773692834,0.00440234916910854,-5.027
26.11,-0.3421,0.004398,-1.4101668432275085,0.005060903999038011,-0.29585778442822736,0.004515512471885754,-4.961
26.12,-0.2523,0.004429,-1.3302143011712653,0.005074072180129521,-0.21652093900024275,0.004528454574444974,-4.904
26.13,-0.1634,0.004565,-1.2190762231245222,0.005172148052705457,-0.10558053469666603,0.004627808275702275,-4.8
26.14,-0.06906,0.004594,-1.1157180640599575,0.005208630403194757,-0.002111568455416767,0.004666370363507411,-4.704
26.15,0.02881,0.00449,-1.048253585992556,0.005102736710440892,0.06564541168303507,0.004562748122812273,-4.622
26.16,0.1193,0.004473,-0.964345867123721,0.0050526857774311216,0.14991619650814592,0.004514797007744947,-4.501
26.17,0.2173,0.004454,-0.8838370217792405,0.0049813293600958816,0.2307898434169412,0.0044451444824299725,-4.382
26.18,0.3099,0.004361,-0.8099407530302536,0.004881500791407802,0.3050009878684612,0.004346520162874254,-4.259
26.19,0.4017,0.004349,-0.7036803946218149,0.004884704595140206,0.411500602858265,0.004350472297343219,-4.099
26.2,0.4933,0.004286,-0.5997889061444562,0.0048552523945053945,0.5155570934291933,0.004321367388350725,-3.947
26.21,0.5791,0.004085,-0.49265954218228286,0.004816394996570884,0.62277837321331,0.0042825432968433726,-3.782
26.22,0.6547,0.004023,-0.4385325951576554,0.004585944416907018,0.6769345559070609,0.0040518567917935235,-3.654
26.23,0.7338,0.003973,-0.35161811394814324,0.0044818638453025155,0.7638222595017494,0.003947432160850138,-3.47
26.24,0.8066,0.003784,-0.27635982632810735,0.004333174310024768,0.8390313604336765,0.0037983793752110378,-3.306
26.25,0.8678,0.003507,-0.22577440498722562,0.004106385921766182,0.8895564795076231,0.0035712410818750442,-3.153
26.26,0.9333,0.003455,-0.17024972215666478,0.003914062926092635,0.9450179172563729,0.003378637430790062,-2.983
26.27,0.9976,0.003306,-0.11656555613822653,0.0037273852329037438,0.9986495825861365,0.003191773966647588,-2.816
26.28,1.046,0.003117,-0.05611088029341257,0.003573416079944816,1.0590678317233302,0.0030377215112210657,-2.642
26.29,1.079,0.002906,-0.02855225519681958,0.0033167555016628534,1.086607335220413,0.002781027094151399,-2.498
26.3,1.124,0.002622,-0.010546311623056984,0.0030553389697704735,1.104601133451511,0.002519607447722248,-2.349
26.31,1.159,0.002405,-0.004796893241581682,0.002782728980605835,1.1103450128793926,0.002247015551782162,-2.21
26.32,1.172,0.002193,0.016416405730149235,0.0025928313615784086,1.1315587401477207,0.0020571766089782146,-2.058
26.33,1.174,0.002033,0.038659556611770174,0.00242284600330659,1.1538128169216926,0.0018872811681347596,-1.917
26.34,1.183,0.001712,0.04504829949218475,0.0022147826791013943,1.1602186393828393,0.0016793019721818756,-1.794
26.35,1.165,0.001505,0.042125542718084136,0.0019990305002674643,1.157311584543059,0.0014636113085600842,-1.677
26.36,1.155,0.001338,0.3434357169252793,0.002784903854015579,1.1685770771757271,0.0013185044112582216,-1.541
26.37,1.132,0.001076,0.7216658184057627,0.003654066021980264,1.1606533502235956,0.0011228658700701316,-1.415
26.38,1.11,0.0008029,1.075276732840162,0.004256814230227341,1.1433611668473345,0.0009182583047705619,-1.279
26.39,1.083,0.0006861,1.321520292734373,0.004361933095360927,1.0912261001989652,0.000623440984908102,-1.162
26.4,1.042,0.0005193,1.4947914298807186,0.004172233169262985,1.0672479254999379,0.0004627776244197651,-1.001
26.41,1.006,0.0002335,1.547697526813549,0.0035921962278879396,1.0280069532067115,0.0002674420043006858,-0.8606
26.42,0.9452,7.478e-05,1.4974460640782636,0.0027608268156014033,0.9747708241637018,4.94664376874452e-05,-0.7218
26.43,0.9034,-0.0001092,1.3718457239890773,0.0018223829490768468,0.9092776929569724,-0.00017987976846802514,-0.5864
26.44,0.8494,-0.0002589,1.1892339725307206,0.0008610126544448982,0.8227120966589292,-0.0004450373336253572,-0.4656
26.45,0.7926,-0.0003734,1.0282798943077065,0.0001362964986371828,0.7705491681028965,-0.0005609329707035429,-0.3108
26.46,0.732,-0.0005457,0.8804470867071138,-0.0004221667779122615,0.7268434384311994,-0.0006397066210124362,-0.1652
26.47,0.6749,-0.0007238,0.7157022303395529,-0.0009391280309148068,0.6501949158428334,-0.0008202586806816728,-0.0525
26.48,0.606,-0.0008505,0.5678032831568349,-0.0013108905283452695,0.5685585340479028,-0.0009918238681807083,0.06503
26.49,0.5516,-0.0009053,0.4625987117363311,-0.0014807853300011515,0.5065908420081713,-0.0010763467105163935,0.1948
26.5,0.4908,-0.001098,0.4056504189333389,-0.0014700231157221682,0.47201736789515647,-0.0010662550180667541,0.3349
26.51,0.43,-0.001167,0.35518368101784936,-0.0014478516216212638,0.4272335121684175,-0.001100605416358164,0.453
26.52,0.3704,-0.001176,0.3144157458124314,-0.0014062632910543217,0.3804253929346596,-0.0011442306827929999,0.5717
26.53,0.3114,-0.001236,0.26121737342440166,-0.0014196949934389847,0.3142925743596118,-0.0012499680162777172,0.6717
26.54,0.2596,-0.001351,0.19753746341877393,-0.0014703885365586003,0.23488572691599222,-0.0013849764098565317,0.7627
26.55,0.208,-0.001365,0.1568629823065607,-0.0014435355354832106,0.1787653847784458,-0.0014256657050063972,0.8713
26.56,0.1568,-0.001319,0.13936653604713198,-0.001354340879394924,0.1480873893440273,-0.0013837344912438635,0.986
26.57,0.1102,-0.001484,0.10335893303136907,-0.0013487447245304198,0.10217120732673152,-0.001405514197137324,1.074
26.58,0.06147,-0.00143,0.0733616691277856,-0.001331865264327385,0.06577422598816841,-0.0013990888375647681,1.173
26.59,0.02643,-0.001493,0.03684544683140866,-0.0013459948504578546,0.02604613631550633,-0.0014109975093886903,1.262
26.6,-0.008834,-0.001379,-0.005806104157112901,-0.0013835015093063205,-0.017267484833913646,-0.0014381326306696968,1.346
26.61,-0.04308,-0.001494,-0.04178557114928369,-0.001398558205688258,-0.05212511904265568,-0.0014387796122990095,1.435
26.62,-0.06284,-0.001442,-0.049660442827745184,-0.0013274791600072792,-0.057844595858762095,-0.0013525450006893944,1.543
26.63,-0.1007,-0.001414,-0.08518925055722248,-0.0013658162622289557,-0.0908230993006934,-0.0013772202280545563,1.616
26.64,-0.108,-0.001422,-0.12102117692509093,-0.0014042063048408087,-0.12417510128536842,-0.001404748290386979,1.699
26.65,-0.1268,-0.001381,-0.13955625152072798,-0.0013864589545834218,-0.14060768711652466,-0.0013794569224906455,1.795
26.66,-0.1343,-0.001341,0.13809614744694534,-0.0004250864541555882,-0.15621863586113768,-0.0013638448081884555,1.877
26.67,-0.1365,-0.001283,0.5063080070599905,0.0006384516634411787,-0.19351995600347321,-0.0014279435813046091,1.93
26.68,-0.1394,-0.00137,0.9133870795860952,0.0015985695410637745,-0.1734513348040631,-0.0013004154141284235,2.028
26.69,-0.139,-0.001271,1.239548617810196,0.0020864490391920344,-0.14083636298956692,-0.0011646373213670465,2.105
26.7,-0.1268,-0.001252,1.4097389965814688,0.0019531408576119523,-0.14921465754579497,-0.0011933181717780769,2.14
26.71,-0.1323,-0.001226,1.5114013802718986,0.0015978540640909516,-0.1196761137564629,-0.001100546260458818,2.22
26.72,-0.1236,-0.001103,1.5013939947309694,0.0009234703190502277,-0.11714136021721369,-0.0011201255599035567,2.258
26.73,-0.1037,-0.001191,1.448415603765726,0.00021901481408743886,-0.09973640986620148,-0.0010938013336114012,2.318
26.74,-0.08307,-0.001097,1.3749013344481167,-0.00043158495342896386,-0.07190819029454805,-0.00104538982200088,2.378
26.75,-0.06174,-0.001105,1.2684505911775756,-0.001074615487816325,-0.06913822495704187,-0.001095228537393441,2.412
26.76,-0.04875,-0.001142,1.2047749663610583,-0.0014604903244889503,-0.032586358469415426,-0.0010316221704005583,2.484
26.77,-0.02417,-0.001087,1.124219574566003,-0.0018325144691537967,-0.03199596707962049,-0.0011050825956091259,2.511
26.78,-0.0004575,-0.001104,1.0833910452452187,-0.0020064382956403665,-0.014904433057012535,-0.0011167115356777977,2.567
26.79,0.01655,-0.001091,1.0754143236111222,-0.0020433330844703396,0.01217155528938341,-0.0011004410219810743,2.623
26.8,0.04691,-0.001146,1.103665849151013,-0.001959701838832006,0.05586993402155413,-0.001040869781402659,2.689
26.81,0.07274,-0.001074,1.1267229051847043,-0.0019152941104622206,0.07952426872475006,-0.0010668119885871338,2.733
26.82,0.1021,-0.001167,1.1457505058681743,-0.0018987415700174176,0.08941126104047305,-0.0011405636808371714,2.776
26.83,0.1239,-0.001175,1.1937266768189205,-0.0017975910443441229,0.12318601162920563,-0.001129803675766121,2.845
26.84,0.1459,-0.001128,1.2331880318953996,-0.001751974300910138,0.14714347169355108,-0.0011618027241759531,2.896
26.85,0.1749,-0.001227,1.2896647805138701,-0.0016684833537188378,0.18943723949794128,-0.00113657438382174,2.968
26.86,0.2003,-0.001259,1.3195313543824554,-0.0016977684036382484,0.2079738927005118,-0.0012032543673190714,3.014
26.87,0.2184,-0.001266,1.3509612375935516,-0.001725593449303972,0.2315192143766582,-0.0012495292676889943,3.076
26.88,0.2372,-0.001253,1.3692082424863101,-0.0018004420713609711,0.24524106063771572,-0.0013278061641444213,3.128
26.89,0.259,-0.001412,1.3961764041195541,-0.0018414592665177043,0.27051589274906096,-0.0013618818195639528,3.194
26.9,0.2783,-0.001428,1.4090144148925368,-0.0019299040408558043,0.28375710846610364,-0.0014375355091100607,3.245
26.91,0.3017,-0.001471,1.4262385390813055,-0.0019956496419795207,0.3027020584559283,-0.001488406326830848,3.306
26.92,0.314,-0.001564,1.4045627062708341,-0.00218366541961671,0.2833740248226249,-0.001662268293830215,3.332
26.93,0.3259,-0.001636,1.4313998243413242,-0.0021837850243433994,0.3126393082384742,-0.0016506055834842619,3.413
26.94,0.3454,-0.00162,1.4546458579769965,-0.0022039274297927475,0.3380442412370079,-0.0016621396563897182,3.468
26.95,0.338,-0.001756,1.4635067528930499,-0.0022751853099896445,0.34858615798174025,-0.0017280815823262066,3.513
26.96,0.3504,-0.001733,1.4786054637366515,-0.0023198260674361865,0.3648164893732172,-0.0017702948397437049,3.569
26.97,0.3633,-0.001937,1.4872623101363522,-0.00238435722620276,0.37409004357713466,-0.0018346307916750025,3.616
26.98,0.3668,-0.001925,1.494875892113662,-0.0024468766554380608,0.3818961040903152,-0.0018984449822870664,3.664
26.99,0.3579,-0.001979,1.4797176700111094,-0.002577985481009051,0.36662505117912964,-0.0020316667112158025,3.692
27.0,0.3573,-0.002055,1.4429878511131544,-0.0027586572994354225,0.3295923784372654,-0.002214714099245578,3.709
27.01,0.3581,-0.00219,1.4157739467966093,-0.002876139739216468,0.30199057337124335,-0.0023343944137901437,3.738
27.02,0.3522,-0.00228,1.4101458696174183,-0.002902974863855901,0.2959786435357589,-0.002362970444994813,3.775
27.03,0.3374,-0.00232,1.4253335799194808,-0.0028598355746679073,0.3108455923607992,-0.0023210048881118542,3.816
27.04,0.3338,-0.002289,1.4292429410762735,-0.0028655365114693882,0.3145237723162025,-0.002327362078763912,3.837
27.05,0.3097,-0.002339,1.4306561019734294,-0.0028814748289590518,0.3157921325278367,-0.0023435382733485743,3.86
27.06,0.2967,-0.00249,1.4098028768461897,-0.0029695277673667643,0.29486885930322254,-0.0024315477147334023,3.864
27.07,0.2744,-0.002415,1.3866646127406506,-0.0030491487055423036,0.2717140090644119,-0.0025109487444552724,3.873
27.08,0.2559,-0.002577,1.3778673205935308,-0.0030671898901012337,0.2629390662531283,-0.0025286623827093855,3.891
27.09,0.2351,-0.002573,1.3600797900493318,-0.003111619241891291,0.24520034673680854,-0.0025727439571765136,3.892
27.1,0.2133,-0.002656,1.3243845621409467,-0.0032053166068596473,0.2095614961413948,-0.0026661486537300784,3.879
27.11,0.1889,-0.002704,1.2929104396340407,-0.003265168617165318,0.17813749963403225,-0.0027257774408476335,3.873
27.12,0.1557,-0.002678,1.2659435789439302,-0.0032962199057572617,0.15121242668357812,-0.002756670231421106,3.864
27.13,0.1314,-0.002689,1.2381273646155737,-0.003321020088830844,0.12342848893922292,-0.00278137449367964,3.848
27.14,0.1124,-0.002717,1.188408695441746,-0.0034084543564583732,0.07373040775688,-0.002868790254943814,3.81
27.15,0.07936,-0.00279,1.1537727881556172,-0.003424264277916384,0.039100417253639705,-0.002884617849389992,3.789
27.16,0.03933,-0.002784,1.1165909600960884,-0.0034395590890679935,0.001918948754140076,-0.0028999478065350913,3.754
27.17,0.01367,-0.002786,1.095304815364282,-0.0033937967572594636,-0.019370396514197682,-0.0028542110539402613,3.729
27.18,-0.01337,-0.002699,1.087478390181488,-0.0033071954589205146,-0.02719755980479669,-0.0027676119659871237,3.705
27.19,-0.04315,-0.002836,1.0669163057839972,-0.0032733919969346516,-0.047757206770701936,-0.002733814912308797,3.663
27.2,-0.07857,-0.002786,1.0209993913148125,-0.0033223072884657817,-0.09367565488249024,-0.002782773236115132,3.604
27.21,-0.1146,-0.002808,1.0004046850874293,-0.0032714869426886664,-0.11427927935994453,-0.002731987208258846,3.574
27.22,-0.1431,-0.00274,0.9702937797347957,-0.003254318818482317,-0.14439595088135046,-0.0027148467050204404,3.522
27.23,-0.1751,-0.002729,0.9341459391954774,-0.0032521855798837147,-0.1805499482633459,-0.002712742913044213,3.467
27.24,-0.2061,-0.002635,0.891067816750685,-0.0032643004806014006,-0.2236353034453861,-0.002724891128163267,3.406
27.25,-0.2277,-0.00268,0.8723073680497976,-0.0031855542610309596,-0.24240283785367653,-0.002646148072235064,3.365
27.26,-0.2446,-0.002489,0.8639935694863715,-0.0030796848344077496,-0.2507160078695607,-0.0025402484019163164,3.32
27.27,-0.2766,-0.002499,0.8159334160294638,-0.003115563515585686,-0.29877125628078893,-0.0025761283104073257,3.237
27.28,-0.3005,-0.002549,0.8029784210083258,-0.0030202887175860113,-0.3117283852931989,-0.0024808440761806706,3.199
27.29,-0.3134,-0.002454,0.8220887279297663,-0.0028309342656046813,-0.2926136312944782,-0.0022914340094866413,3.171
27.3,-0.3431,-0.002383,0.8050218313212145,-0.0027896086742736532,-0.30966814604140286,-0.0022500771345206226,3.101
27.31,-0.3445,-0.002366,0.7822878717956182,-0.0027669881718586694,-0.3323979773722466,-0.002227465505879109,3.044
27.32,-0.3701,-0.00215,0.7509141681190595,-0.002768714906365792,-0.3637750608495229,-0.002229232934814324,2.982
27.33,-0.3726,-0.002183,0.730625597889938,-0.0027253438445419705,-0.3840725293452685,-0.0021859024963642045,2.932
27.34,-0.3784,-0.002102,0.7266492420188144,-0.0026291280248708065,-0.3880561240940455,-0.002089700133899958,2.89
27.35,-0.389,-0.002057,0.7457172902563,-0.0024695839252935176,-0.3689887572636915,-0.001930127118611299,2.861
27.36,-0.3869,-0.001924,0.7420624367575382,-0.00240947127614428,-0.3726370267296326,-0.0018699933472516017,2.806
27.37,-0.3869,-0.001863,0.7254037265245313,-0.002397251118940732,-0.38929362000960105,-0.00185778486442268,2.753
27.38,-0.3751,-0.001773,0.7436663289800889,-0.002267504404681603,-0.37103379703968536,-0.001728032087601955,2.736
27.39,-0.3812,-0.001675,0.7402604172059475,-0.0022290656089058738,-0.37443768878632433,-0.0016895967844836209,2.688
27.4,-0.3794,-0.001658,0.7685925564372893,-0.0020901985678566264,-0.3461061624560025,-0.001550713491526276,2.679
27.41,-0.3615,-0.001575,0.7625732590924088,-0.0020872882349728984,-0.35212195093650883,-0.0015478127017259156,2.631
27.42,-0.3414,-0.00154,0.7611431598885361,-0.002066163717625035,-0.3535560946940072,-0.0015267166819374505,2.605
27.43,-0.3267,-0.001549,0.785282077635885,-0.0019627007838685312,-0.32942260202240187,-0.001423258419674451,2.6
27.44,-0.3108,-0.001372,0.8200364430117141,-0.0018433801192404083,-0.29466729125888136,-0.001303914201204281,2.596
27.45,-0.2917,-0.001381,0.8505594202794525,-0.0017609806450749376,-0.26413869261449296,-0.0012214883464003344,2.589
27.46,-0.264,-0.001204,0.8676645028598934,-0.0017388389748378204,-0.24702909269197332,-0.0011993443738423787,2.578
27.47,-0.2386,-0.001195,0.8739392870908907,-0.001756757213947902,-0.24075565527143183,-0.0012172909459275535,2.568
27.48,-0.2211,-0.001142,0.897605250158753,-0.0017150916365012525,-0.21709614760529258,-0.0011756485147721377,2.58
27.49,-0.1844,-0.001137,0.9077185731717331,-0.001727199620603266,-0.20698747832959985,-0.0011877829008911942,2.576
27.5,-0.1615,-0.001156,0.9454930314601243,-0.0016485381908518226,-0.16921825174328797,-0.0011091187142249176,2.604
27.51,-0.1249,-0.001009,0.993213347747611,-0.0015563483860335427,-0.1214955140880517,-0.001016894910031425,2.632
27.52,-0.09574,-0.001023,1.0429134323641873,-0.0014806477927024615,-0.07178743526504647,-0.0009411500235123733,2.663
27.53,-0.05897,-0.001079,1.0767013145529125,-0.0014774630900598398,-0.037990914244486626,-0.0009379450435500252,2.686
27.54,-0.0228,-0.0009601,1.1127112298759876,-0.001473784311652843,-0.0019778777925055164,-0.0009342666580338952,2.723
27.55,0.006234,-0.001048,1.142398365668797,-0.0014981655207669579,0.0277088440516101,-0.0009586661486964466,2.758
27.56,0.05656,-0.0009716,1.1857544344339477,-0.0014804411229798148,0.07106151118960356,-0.0009409532746767997,2.811
27.57,0.06811,-0.0009952,1.2016267947567643,-0.0015636719056393684,0.08693142591409415,-0.0010242161444711704,2.839
27.58,0.1106,-0.00105,1.245106022041302,-0.001548286352771854,0.13040366657052607,-0.0010088433657961615,2.905
27.59,0.1479,-0.001015,1.2947401465001556,-0.0015249600651347642,0.18003696922317128,-0.0009855019457828504,2.967
27.6,0.1738,-0.001066,1.3136100445917203,-0.001616110564902039,0.19890953485726254,-0.0010766578266367148,3.005
27.61,0.2023,-0.001225,1.3227418325655187,-0.0017299048765311862,0.2080376508315878,-0.001190483258672731,3.051
27.62,0.2364,-0.001131,1.3395573986337819,-0.001804720215579731,0.2248456301574044,-0.0012653255339584947,3.108
27.63,0.2642,-0.00111,1.3829557617847004,-0.0017870819414328946,0.26823967375561764,-0.001247671072579244,3.184
27.64,0.2825,-0.001227,1.3914315700070121,-0.001896302816364705,0.27671922426093254,-0.0013568847781016663,3.221
27.65,0.3278,-0.001329,1.4090954618175477,-0.0019627667634684173,0.29438292781697084,-0.001423343744443847,3.282
27.66,0.3474,-0.001394,1.4295500099960627,-0.002015882773098598,0.31483861887436665,-0.001476446507368026,3.341
27.67,0.351,-0.001495,1.4512096391520461,-0.0020635240737546644,0.33650139425852965,-0.0015240676799745689,3.4
27.68,0.3683,-0.001559,1.4754477523784422,-0.0021023918584533435,0.3607442266031001,-0.001562910263608489,3.461
27.69,0.3878,-0.001612,1.518239444062097,-0.0020825699569096416,0.4035426453811888,-0.0015430434750731347,3.537
27.7,0.4069,-0.001713,1.5494534162275249,-0.002114608877640568,0.4347674974480022,-0.0015750443909032718,3.597
27.71,0.4194,-0.00176,1.5448091837445905,-0.0022669503471598362,0.43012998581033435,-0.00172740139918373,3.634
27.72,0.4249,-0.00174,1.5511133134803932,-0.0023620905299473146,0.436429588222288,-0.0018225765127372223,3.695
27.73,0.437,-0.00197,1.5585411378594818,-0.0024431365442339216,0.4438512540640247,-0.0019036520454647234,3.75
27.74,0.4301,-0.001945,1.5494309391938341,-0.0025698686482843866,0.4347352911244491,-0.002030419099663215,3.789
27.75,0.4307,-0.002094,1.5277301770849703,-0.0027191622717858068,0.41302623532588006,-0.0021797563165082937,3.822
27.76,0.4288,-0.002172,1.5058518233911493,-0.0028448143149101897,0.3911378976253158,-0.002305443772197587,3.856
27.77,0.4183,-0.002255,1.5196529204112326,-0.0028341241288911013,0.4049329155929308,-0.002294731816270726,3.915
27.78,0.4003,-0.002243,1.5159970317746858,-0.0028875834510015594,0.40128318897100085,-0.002348149278324305,3.941
27.79,0.3957,-0.002423,1.5066539998204023,-0.002953354298986685,0.39194791165885423,-0.0024138845114436733,3.968
27.8,0.3825,-0.002425,1.4717009144233457,-0.003092907876188408,0.35700041304536057,-0.0025534378460306505,3.973
27.81,0.3536,-0.002486,1.4589056851134778,-0.0031346419381905752,0.3442043565660812,-0.002595167881384249,4.003
27.82,0.3409,-0.002669,1.4453192744655001,-0.003172480141669215,0.3306202330529008,-0.0026329919130234974,4.018
27.83,0.322,-0.002659,1.4222998741441866,-0.0032346812473625563,0.30760426190773354,-0.002695185296939598,4.022
27.84,0.2842,-0.002716,1.382339188466495,-0.0033397524743905196,0.2676444523299581,-0.0028002722233031858,4.012
27.85,0.2574,-0.00277,1.3684601274178687,-0.0033379287251502883,0.2537624780719247,-0.0027984461748650747,4.026
27.86,0.2243,-0.002871,1.3150510899424623,-0.0034636533985558187,0.20035424542437646,-0.0029241929473342782,3.991
27.87,0.2019,-0.002861,1.3010514324968976,-0.003432930467294329,0.18634980713807112,-0.002893465762569231,4.001
27.88,0.165,-0.00291,1.2798799657689954,-0.0034287685888090814,0.1651814261879971,-0.002889282020936548,3.983
27.89,0.1303,-0.002995,1.2560972848856333,-0.003430471357455041,0.14140362757766034,-0.0028909638310692645,3.963
27.9,0.09912,-0.002995,1.200276943688604,-0.0035318093868419846,0.08558628887612776,-0.0029923205386409033,3.914
27.91,0.06307,-0.003002,1.1435154178886031,-0.0036098821116183374,0.02881866807974481,-0.0030704356403137107,3.873
27.92,0.02017,-0.00295,1.1181734448318776,-0.0035629792148475425,0.003468719945533272,-0.0030235413319707294,3.852
27.93,-0.0153,-0.00289,1.0707292370775212,-0.003590109043199404,-0.04397600823673612,-0.003050674961169915,3.794
27.94,-0.05024,-0.002974,1.0382572975750244,-0.00355476626476009,-0.07644909865496909,-0.003015322368651013,3.754
27.95,-0.09055,-0.003022,1.001893858830079,-0.0035305338101875423,-0.11281011016161706,-0.002991074702007319,3.7
27.96,-0.1294,-0.002967,0.9604360708526897,-0.0035184961738698338,-0.15426525774465846,-0.002979029410243674,3.64
27.97,-0.1718,-0.002909,0.9397935323903611,-0.0034314036178386366,-0.17490589300280146,-0.002891914337708941,3.596
27.98,-0.214,-0.002903,0.8935913798924442,-0.0034352074479599595,-0.22110322031673946,-0.002895716707794035,3.519
27.99,-0.2299,-0.002811,0.8802241566084923,-0.0033209862246246433,-0.23447017707478676,-0.002781479136098882,3.478
28.0,-0.265,-0.002793,0.8408385793879466,-0.0033042877464478336,-0.27385154514029575,-0.002764782214185331,3.399
28.01,-0.2933,-0.002787,0.7969055182758304,-0.003294899609334337,-0.31778640239882666,-0.0027554198595940043,3.326
28.02,-0.3245,-0.002603,0.7827930277711098,-0.003179142889849976,-0.3319036954576664,-0.00263966668959684,3.277
28.03,-0.3599,-0.002567,0.7714050394447118,-0.0030671573808647885,-0.34329039938153594,-0.002527665265340307,3.216
28.04,-0.3683,-0.002533,0.7559097397443556,-0.002980799688177201,-0.35878195381739436,-0.0024412941883864264,3.151
28.05,-0.3871,-0.002451,0.7398280200057011,-0.002903669078025817,-0.374861297905256,-0.0023641608375482045,3.088
28.06,-0.4222,-0.002377,0.6834875728989339,-0.0029628367153675126,-0.431203376905176,-0.0024233789418701916,2.992
28.07,-0.4345,-0.002287,0.6645149151619164,-0.0028773085159039115,-0.4501882079028949,-0.00233788962985403,2.943
28.08,-0.4578,-0.00227,0.6646420138323179,-0.002736239767448807,-0.45006694085899424,-0.002196816232661632,2.892
28.09,-0.4607,-0.002058,0.6812630148245267,-0.002560316756087047,-0.4334428328918238,-0.0020208493664798455,2.848
28.1,-0.4617,-0.001986,0.6782869819966746,-0.002475127908881904,-0.4364095878404436,-0.0019356287255408613,2.784
28.11,-0.4646,-0.002025,0.6872645573326672,-0.0023602434054139903,-0.427426567611871,-0.0018207233481212746,2.742
28.12,-0.4709,-0.001944,0.6606031895664787,-0.002377096103617584,-0.45408520059450863,-0.0018376048651744818,2.668
28.13,-0.4692,-0.001711,0.6577017919228995,-0.0023055582838319728,-0.45699435572988034,-0.0017661025133106762,2.631
28.14,-0.4573,-0.001694,0.6445242991304545,-0.00227466449606142,-0.47017898687467796,-0.001735246842956482,2.576
28.15,-0.4524,-0.001599,0.653983882853876,-0.0021693657037343238,-0.4607271466205962,-0.0016299606901755564,2.546
