time,vC2_true,iL_true,vC2_EKF,iL_EKF,vC2_UKF,iL_UKF,vC1_meas
5.85,0.09335,0.0007907,0.17716939129855688,0.0009338706512640465,0.15577159128534893,0.0009200911266214614,0.8879
5.86,0.1573,0.000716,0.2324108897649944,0.0008419354173965849,0.22420399049304582,0.000875436696680794,0.977
5.87,0.2358,0.0007337,0.29479021957538587,0.000774654084338536,0.29649453017805977,0.0008355350314323143,1.09
5.88,0.2922,0.0007258,0.34646700555124677,0.0006682020666172778,0.3545726016649973,0.000739541933335078,1.211
5.89,0.3704,0.0006288,0.37899517327826693,0.0005018275513012536,0.39031529718540053,0.0005709741729803836,1.34
5.9,0.4341,0.0004831,0.4792234496056603,0.0005623251158585651,0.49121237662248923,0.0006210888468011408,1.555
5.91,0.4982,0.0004921,0.5617341301185611,0.0005280847098855132,0.5725971629881679,0.0005724079889714663,1.754
5.92,0.56,0.000256,0.9050703822976065,0.0013123722519534965,0.6191507742931865,0.00039185069733899846,1.96
5.93,0.6272,0.000273,1.3502930587552626,0.0022460937471967908,0.6552519642953233,0.0001822156173455177,2.168
5.94,0.6819,0.0001228,1.7985484128116358,0.0029622331388256405,0.7133961714716092,5.4852615361690866e-05,2.392
5.95,0.7572,1.25e-05,2.1443741042050926,0.0031619866969996163,0.7634247534506047,-0.00010348135524994453,2.595
5.96,0.812,-0.0001059,2.360682178444574,0.00285897581321664,0.7997893073334211,-0.0003038008548191963,2.786
5.97,0.8674,-0.0003135,2.477090178766076,0.002244013993081417,0.8434399405416854,-0.0004697874635765266,2.984
5.98,0.908,-0.0004634,2.499832622802113,0.0013982114020676972,0.8786571457030848,-0.0006580867070596997,3.167
5.99,0.9553,-0.000681,2.4763127944861925,0.0005248762147635865,0.9258415086553674,-0.0007971161171216536,3.359
6.0,1.0,-0.0008848,2.401818684118349,-0.00038013152150112193,0.9532202620626821,-0.0009995594227474864,3.525
6.01,1.032,-0.0009942,2.3455253482032368,-0.0010789886447691143,1.00674517835229,-0.0011020638647349582,3.717
6.02,1.063,-0.00129,2.268481294244436,-0.001735513626816503,1.0304908372650063,-0.0013067287394846663,3.869
6.03,1.08,-0.001468,2.2213550411428313,-0.002188880332232946,1.0649629395487987,-0.0014599331284092206,4.039
6.04,1.094,-0.001588,2.1645397143564598,-0.0026056534803520206,1.0663952887369739,-0.0017135875080817953,4.172
6.05,1.1,-0.00186,2.139753759039087,-0.002854302216757616,1.076852094915646,-0.001908867473307343,4.321
6.06,1.107,-0.002007,2.132194777947114,-0.0030149454319312653,1.0848157616876648,-0.0020938072570485847,4.457
6.07,1.09,-0.002283,2.1090962563159588,-0.0032103540310116597,1.0623025581454655,-0.0023600585034057645,4.562
6.08,1.075,-0.002597,2.1160604030416192,-0.0032834755366607554,1.0600605229082591,-0.002524027044849234,4.689
6.09,1.057,-0.002708,2.1082318449093385,-0.0034041364013441514,1.0379474670754594,-0.0027356158346342053,4.782
6.1,1.028,-0.002839,2.0751910622675616,-0.003595155805682717,0.9893088229234395,-0.003004730152812207,4.853
6.11,0.9913,-0.00311,2.048282717534763,-0.0037383745752807896,0.9481279842204459,-0.00320658485118457,4.931
6.12,0.9545,-0.003218,2.0372814820456076,-0.0038102150512542045,0.9257251979270653,-0.003316013914852106,5.01
6.13,0.9031,-0.003473,2.00828838972078,-0.003934311922904568,0.8888092109049494,-0.003458621001550225,5.059
6.14,0.8434,-0.003644,1.949458172871735,-0.004136843706795282,0.8254365461376844,-0.0036645699268019107,5.083
6.15,0.7955,-0.003679,1.8884656636519175,-0.00430948341378608,0.7627460125776433,-0.0038302210586055228,5.108
6.16,0.7152,-0.003977,1.8163162641061,-0.004485218282974658,0.6910032341938933,-0.0039930911461039205,5.113
6.17,0.6492,-0.003923,1.739611871002555,-0.0046394639186979605,0.6160299394692088,-0.004132383767886116,5.107
6.18,0.5654,-0.004226,1.6695040992137153,-0.004737953986235599,0.548284218973427,-0.0042165982185758295,5.096
6.19,0.4862,-0.004325,1.5563033069132481,-0.004951284794077817,0.43753387082636014,-0.004418108556194001,5.034
6.2,0.4027,-0.004401,1.4800283890755395,-0.004992874848327566,0.3634208215092873,-0.004451078546704601,5.008
6.21,0.3261,-0.004398,1.3852020066124457,-0.005076092216247008,0.27027881020660993,-0.004528971934194867,4.937
6.22,0.2271,-0.004354,1.293829798438282,-0.005118639131011011,0.18004039704022187,-0.004569090524072698,4.865
6.23,0.1353,-0.004419,1.2020820121331972,-0.005139218617825095,0.08891024814901484,-0.004589472381653074,4.779
6.24,0.03364,-0.004471,1.1094792933223665,-0.005141966935005009,-0.0034984859660271233,-0.004593512554068577,4.681
6.25,-0.05223,-0.004494,1.0080185678690623,-0.005154697033959899,-0.10507022526679013,-0.004608341141746878,4.565
6.26,-0.1527,-0.00446,0.9292840547224851,-0.005070894082974494,-0.1841012535860066,-0.00452685051317279,4.461
6.27,-0.2444,-0.004444,0.8652345806656857,-0.004935383015448691,-0.24852143510942964,-0.0043934550403479464,4.35
6.28,-0.331,-0.0044,0.7679746275823442,-0.004913689355829555,-0.346148876912305,-0.004373498086499523,4.198
6.29,-0.4259,-0.004344,0.6753870862769286,-0.0048579512934028455,-0.43906035703106827,-0.004319011667053033,4.057
6.3,-0.5037,-0.004243,0.5785351159741499,-0.004802824363825857,-0.5361613657341272,-0.004264645999136391,3.902
6.31,-0.5893,-0.00419,0.49728667181543956,-0.004682341672901193,-0.6175756449343454,-0.0041444809909836535,3.754
6.32,-0.6756,-0.004,0.42625204097770514,-0.0045266518917798345,-0.6886946032964546,-0.00398876356395863,3.601
6.33,-0.7525,-0.003917,0.3472494732401046,-0.004401626128675532,-0.7677157194962577,-0.0038635025240459286,3.432
6.34,-0.8251,-0.003753,0.27405998405711635,-0.004255658369383807,-0.8408814477925759,-0.0037171976426962,3.267
6.35,-0.8886,-0.003558,0.21938157777962555,-0.004051474573881511,-0.8955104497715218,-0.0035126407250325098,3.111
6.36,-0.9479,-0.003374,0.15072022098513685,-0.003906735643290802,-0.9641101348481358,-0.0033675775068619323,2.933
6.37,-1.005,-0.003114,0.10780933343681516,-0.0036800997253390367,-1.0069642697316952,-0.0031406765760018953,2.781
6.38,-1.057,-0.00295,0.07535663659869275,-0.003438644565812801,-1.0393658898135367,-0.0028990247000156458,2.626
6.39,-1.089,-0.002798,0.04983394723708141,-0.0031978159912394778,-1.0648482196536835,-0.002658075693838702,2.474
6.4,-1.122,-0.002559,0.006500056513769989,-0.003038876415663385,-1.108156313778877,-0.0024991129048700183,2.307
6.41,-1.151,-0.002346,-0.003713098551143851,-0.0027801750653771162,-1.1183619324374714,-0.002240429433204703,2.178
6.42,-1.164,-0.002142,-0.014151543775188652,-0.002551870707984279,-1.1287990821368798,-0.0020121701489847544,2.038
6.43,-1.177,-0.001989,-0.0430851757739252,-0.0024083817346794386,-1.157739542411345,-0.0018687697687619824,1.888
6.44,-1.17,-0.001764,-0.0629163135047357,-0.0022433918186029944,-1.1775879155983782,-0.0017038823841382892,1.758
6.45,-1.165,-0.00152,-0.36001723762423843,-0.00298083282939825,-1.180569030378321,-0.001497563961158765,1.642
6.46,-1.149,-0.001299,-0.728377656028729,-0.003792989421212674,-1.161186329516033,-0.0012422742437004704,1.529
6.47,-1.124,-0.001076,-1.088474409019272,-0.004403115303518425,-1.1507312461282488,-0.0010490716363615062,1.39
6.48,-1.088,-0.0007634,-1.366225512296655,-0.00459561164022138,-1.1311369753436429,-0.0008474058184892593,1.254
6.49,-1.064,-0.0004977,-1.50349460786926,-0.004255136962487986,-1.0730226174514779,-0.0005432705724692791,1.141
6.5,-1.02,-0.0004148,-1.5534156688529621,-0.0036631001414180455,-1.0322165969542882,-0.0003405232300323499,0.9931
6.51,-0.9725,-0.0002342,-1.5369365679249731,-0.0029405615393458375,-1.0138099464039732,-0.00023447814352385942,0.8306
6.52,-0.929,-7.202e-05,-1.4017535937624706,-0.001949781304396485,-0.9396192551073653,4.641245292297228e-05,0.7209
6.53,-0.871,0.0001259,-1.2319904059312852,-0.00101794897122384,-0.8663321732809662,0.00028262572491562763,0.5878
6.54,-0.8133,0.0003909,-1.0578718699650491,-0.00023374283234799326,-0.8011389306333887,0.00045933870960907414,0.4515
6.55,-0.7612,0.0004787,-0.8874487742237823,0.0004019790953927779,-0.734753268743838,0.0006171934751051925,0.3229
6.56,-0.687,0.0005761,-0.7419541652464434,0.0008465973351819353,-0.6771116092729638,0.000727458725392739,0.1899
6.57,-0.6486,0.0006964,-0.6306214980020488,0.001105356086272151,-0.6317044550880456,0.0007880213115738725,0.05307
6.58,-0.5817,0.0007755,-0.5207102422160272,0.0013174746857233949,-0.564708660125935,0.000916280955488159,-0.05788
6.59,-0.5214,0.0009437,-0.43866744721899664,0.0014059564611661089,-0.5047593239427355,0.0010065125497418035,-0.1797
6.6,-0.4478,0.001023,-0.37009950143605413,0.001440396890776588,-0.4416658025239929,0.001098117699420747,-0.2911
6.61,-0.3911,0.001153,-0.31604939878490745,0.0014276559341331514,-0.38143742540827635,0.0011708814941215192,-0.401
6.62,-0.3363,0.001196,-0.2474964836128415,0.0014692028000834008,-0.29987413501198124,0.0013047676755615944,-0.4854
6.63,-0.2704,0.00133,-0.19931382734053424,0.0014422410974799485,-0.235939599516689,0.001361996704288858,-0.5854
6.64,-0.2198,0.001376,-0.1647769946628842,0.0013818147059859445,-0.1859629804083541,0.0013688982169972783,-0.6823
6.65,-0.1515,0.001372,-0.13192816075398608,0.001332916356759221,-0.13996153131428138,0.001366995643707039,-0.7708
6.66,-0.1161,0.001366,-0.08881148330256264,0.001331363012939441,-0.08698112637643207,0.001392554783265315,-0.8462
6.67,-0.06009,0.001311,-0.035686748073144786,0.0013664016242857049,-0.027504170712765307,0.001437813273336857,-0.9125
6.68,-0.02567,0.001362,-0.028576755201786055,0.0012518488832940573,-0.01722615214018123,0.0013209022827140298,-1.017
6.69,0.02355,0.001371,0.02332536211766222,0.0013075861122148944,0.03531152057587606,0.0013661819814719852,-1.062
6.7,0.05647,0.001357,0.05562078885180686,0.0012935563407629107,0.06646504251290634,0.0013377047571495524,-1.138
6.71,0.08627,0.001409,0.07384758907287517,0.0012414092476378295,0.08252595621908601,0.0012703925421433287,-1.214
6.72,0.1126,0.001382,0.09939846949531628,0.0012272258141419058,0.10552135034022256,0.0012425736765790737,-1.276
6.73,0.1474,0.001364,0.13980096537747447,0.001267228158745659,0.14344706781956743,0.0012717511649560436,-1.326
6.74,0.1755,0.001372,0.1847086521371655,0.0013169337643151528,0.18625655509154584,0.001313931298669353,-1.374
6.75,0.1882,0.001326,0.21506206140242015,0.0013130180501957484,0.2150422290694325,0.001305694404608992,-1.431
6.76,0.194,0.001092,0.215426146185,0.00121708020356819,0.2144031979226539,0.001208162013470457,-1.504
6.77,0.2168,0.001199,0.23582450420294132,0.001207608157707258,0.23431128658948194,0.0011990958335971454,-1.547
6.78,0.2162,0.001142,0.24400717587740892,0.001164580573581447,0.24240357407398985,0.0011577471608336266,-1.608
6.79,0.2179,0.001081,0.22586151932745346,0.001050425204665237,0.22444723698333582,0.0010459104412035047,-1.687
6.8,0.2118,0.001145,0.1954761908467768,0.0009257790489360437,0.19441573241042623,0.0009237027090795767,-1.77
6.81,0.2136,0.001037,-0.0955402549292515,-7.224860501087388e-06,0.19853665505768756,0.0009426744324656939,-1.823
6.82,0.1893,0.0009679,-0.20750058547120576,-0.00017798126022190662,0.1913388780490689,0.0009286810377221864,-1.895
6.83,0.1682,0.0008673,-0.4957297049073506,-0.0008579546320287187,0.18036018545214733,0.0009124649654015789,-1.96
6.84,0.1581,0.0009517,-0.8470456362145744,-0.0015998504269490023,0.14329839564878807,0.0008235810467309107,-2.041
6.85,0.1194,0.0009129,-1.1759499604171193,-0.0021031988034575797,0.08565659250523791,0.000694806660398198,-2.127
6.86,0.1066,0.0009862,-1.3437024234807182,-0.0019630476216024578,0.10441500138929387,0.0008463424050291578,-2.142
6.87,0.07584,0.0008755,-1.486373941354665,-0.0017430774354012537,0.05799653741106711,0.0007653690439365787,-2.243
6.88,0.05479,0.0008208,-1.5229749518667792,-0.0011958633946900323,0.03835821773186502,0.0007967626501470324,-2.292
6.89,0.01768,0.000746,-1.4768970151646688,-0.0004634067793078612,0.04302513780513658,0.0009098841549616662,-2.333
6.9,-0.01849,0.000775,-1.439822327445565,0.00011547147239855654,0.0029220225966105906,0.0008626377553012464,-2.42
6.91,-0.04712,0.0008388,-1.3818849680714376,0.0006650858295966644,-0.031170867847461016,0.0008536937852148543,-2.482
6.92,-0.08808,0.0008483,-1.3599554467892425,0.00100286069088864,-0.09957155997460243,0.0007448171593258811,-2.577
6.93,-0.1063,0.0009345,-1.3380545431655817,0.001286868094635201,-0.15520575713526882,0.0007108972547795452,-2.65
6.94,-0.1508,0.0009089,-1.3069109255781604,0.0015562904940136693,-0.18308270109699384,0.0007862256649712886,-2.71
6.95,-0.1799,0.0008763,-1.2736818828555896,0.0017888145081278901,-0.18896651696919506,0.0009297332917867507,-2.766
6.96,-0.2196,0.0008955,-1.2872098209284588,0.0018315745823615052,-0.2233902315558289,0.0009627259589184058,-2.855
6.97,-0.2465,0.001023,-1.3183956474264495,0.001817633754229739,-0.2608389992460451,0.0009909594476864186,-2.934
6.98,-0.2802,0.001045,-1.3430159192291866,0.0018375973509710977,-0.2813722524695077,0.0010805173321607954,-2.999
6.99,-0.2997,0.001086,-1.366679387405081,0.0018664567298827801,-0.2947937775031947,0.0011867806466475202,-3.066
7.0,-0.3446,0.001273,-1.430672136557899,0.0017685128218922364,-0.3459782807566941,0.0011602252607923553,-3.167
7.01,-0.3652,0.001275,-1.4783063173195021,0.0017551630711580481,-0.3809363288155756,0.0012042084092704346,-3.239
7.02,-0.3895,0.00136,-1.51197427032206,0.0018020701403183494,-0.40378742267851214,0.0012911489329291569,-3.31
7.03,-0.4145,0.001508,-1.5158350998481285,0.0019485061664569886,-0.39955956347318233,0.0014606547120592074,-3.364
7.04,-0.4279,0.001483,-1.536006057571324,0.002023612694344134,-0.41455472189806286,0.0015444256161700966,-3.444
7.05,-0.4391,0.001529,-1.5305500419291422,0.002177911442836618,-0.40656122985899634,0.0016967146435869305,-3.494
7.06,-0.4603,0.0017,-1.548922705575087,0.0022336503495912125,-0.42447700563300633,0.0017436682015674566,-3.573
7.07,-0.467,0.001709,-1.5762251843559507,0.002259243187577945,-0.4527604533525513,0.0017572138702382407,-3.647
7.08,-0.4719,0.00187,-1.5775490609360445,0.002374319969760978,-0.4558742661826325,0.001859792245825411,-3.695
7.09,-0.4754,0.001821,-1.5908430452422897,0.002436669230672608,-0.4712355128060459,0.001911060892348716,-3.763
7.1,-0.4815,0.002047,-1.605576572358983,0.0024910139022032277,-0.4879365133135435,0.0019567769260186666,-3.825
7.11,-0.4885,0.002105,-1.5915816674644807,0.0026366964395237594,-0.47557076973652024,0.002096660370457036,-3.861
7.12,-0.4729,0.002282,-1.5935312882362733,0.0027088767475916442,-0.4786966176748862,0.0021656794369765155,-3.92
7.13,-0.4514,0.002338,-1.5804608648681966,0.002822584236103077,-0.4663478051595804,0.002278398017695672,-3.956
7.14,-0.4542,0.002319,-1.544702803283567,0.0029931959012877004,-0.43090948137088175,0.0024496030436145138,-3.976
7.15,-0.4394,0.002447,-1.5336634404915264,0.003053534956405864,-0.4198795211085965,0.0025114565152453286,-4.021
7.16,-0.4148,0.002628,-1.525052293849826,0.00309783808564675,-0.411081398949748,0.0025576545330925453,-4.052
7.17,-0.3944,0.002605,-1.5042136982935697,0.0031763820726361594,-0.38995318228662745,0.0026380940391347208,-4.068
7.18,-0.3737,0.002815,-1.4616957615501593,0.0033118731507612406,-0.3471147099783601,0.0027752421285380654,-4.067
7.19,-0.3435,0.002771,-1.4436014391367882,0.0033414281166930454,-0.32872101020054345,0.002806037966619264,-4.09
7.2,-0.3148,0.00291,-1.4172914880906342,0.003392029111556942,-0.30217430432078923,0.002857435670670702,-4.09
7.21,-0.2803,0.002901,-1.38728291738455,0.0034438222788570417,-0.27200056797508493,0.002909630070040774,-4.086
7.22,-0.246,0.002897,-1.3457325482433073,0.0035210710906352968,-0.23035388387089642,0.002986976389004823,-4.069
7.23,-0.2178,0.003031,-1.3120381168029096,0.0035543489415761852,-0.19661984350340295,0.003020128621391315,-4.058
7.24,-0.1714,0.003126,-1.2902206888199337,0.0035387254676816217,-0.17480889397135185,0.003004233728096748,-4.048
7.25,-0.1372,0.003037,-1.2497607320486956,0.0035828321857980954,-0.13438679691708216,0.0030480313450937406,-4.013
7.26,-0.09934,0.003089,-1.20729097878543,0.0036194161362225687,-0.09196518211813495,0.003084329861808284,-3.98
7.27,-0.05013,0.003146,-1.1379784380541904,0.0037295736295390137,-0.022699919130768798,0.003194282093574666,-3.92
7.28,-0.01412,0.003233,-1.0879787002457304,0.003746588613023448,0.02726433103387392,0.003211148626163504,-3.881
7.29,0.02589,0.003163,-1.047958968962607,0.0037187865881002655,0.06725422368070516,0.003183236022000097,-3.835
7.3,0.06806,0.003021,-1.0251186917296073,0.003631359859915115,0.09006936269152808,0.0030957215518103904,-3.794
7.31,0.1134,0.002999,-0.9994849844390065,0.0035613361949606015,0.11568138977783957,0.0030256451537425707,-3.74
7.32,0.1525,0.003008,-0.9641807007331322,0.0035273514287487654,0.15097204325478275,0.002991656889188551,-3.677
7.33,0.195,0.003034,-0.9328496772043211,0.0034773037266161155,0.18229969428053133,0.00294163882604934,-3.619
7.34,0.2213,0.003071,-0.8542862662453947,0.0035803659157438777,0.260868299977156,0.0030447988797243954,-3.517
7.35,0.2736,0.002914,-0.8537845175891206,0.0033967154826336945,0.26138789310478394,0.002861194309072682,-3.496
7.36,0.3033,0.002882,-0.8040970125652792,0.0033989826583576744,0.3110807030402478,0.002863508353843241,-3.397
7.37,0.3404,0.00284,-0.7852739283481354,0.003288477863981046,0.32991345626644136,0.0027530272339665674,-3.344
7.38,0.3763,0.002703,-0.7465591642736263,0.0032533159232921143,0.3686324263308967,0.0027178880372356684,-3.259
7.39,0.4054,0.002597,-0.7228520131129447,0.003164393967354897,0.39234510231380715,0.002628975855745708,-3.194
7.4,0.4184,0.00257,-0.70126933637078,0.003074668827941908,0.41392975533667514,0.0025392475789744215,-3.123
7.41,0.4541,0.00242,-0.678619966239228,0.0029948479205941896,0.4365790967380312,0.0024594212194230503,-3.05
7.42,0.4712,0.002409,-0.6232742698024328,0.003025665955747906,0.4919261168608402,0.0024902716202378447,-2.95
7.43,0.4927,0.002294,-0.6116965234241005,0.002895326282054423,0.503512074577266,0.002359939115267112,-2.899
7.44,0.494,0.002238,-0.6120989875112823,0.0027405972456191006,0.5031090531507301,0.002205179907054651,-2.838
7.45,0.5079,0.002085,-0.5958800789301102,0.0026602236600120803,0.5193216928848825,0.0021247833963786568,-2.76
7.46,0.5214,0.002045,-0.5937510714437454,0.0025395948745642652,0.5214469543997583,0.0020041341894661375,-2.703
7.47,0.5194,0.001944,-0.5870505807158473,0.00244826232338787,0.5281433695264838,0.001912792368094701,-2.638
7.48,0.5221,0.001899,-0.6178924650786213,0.002244092687083877,0.49729850971405587,0.0017085877050821783,-2.609
7.49,0.5275,0.00174,-0.6127456627529947,0.002190583001296328,0.5024372482677801,0.0016550731523088356,-2.538
7.5,0.5245,0.001585,-0.6087377143912104,0.0021367593724384653,0.5064461809689886,0.0016012764641431742,-2.488
7.51,0.5016,0.001527,-0.6428827711483093,0.001962981177638743,0.47230570297224445,0.0014274988191339253,-2.472
7.52,0.4931,0.001594,-0.6435280180613061,0.001928018955302389,0.47165954064466314,0.0013925555768855874,-2.416
7.53,0.4715,0.001426,-0.6379522171899958,0.0019152888817008957,0.47724149020509893,0.0013798709535594751,-2.374
7.54,0.4543,0.001211,-0.669249937240335,0.0017805518146909536,0.4459530434291685,0.0012451472354848962,-2.368
7.55,0.428,0.00117,-0.6909910729307469,0.0017008881964296948,0.4242132992923953,0.001165481441300042,-2.342
7.56,0.3918,0.001121,-0.7216531717258441,0.001606016393825933,0.39355108082833523,0.0010705972746038947,-2.333
7.57,0.3742,0.001036,-0.7720942663330641,0.001465018359831363,0.3431067639614662,0.0009295641252023532,-2.342
7.58,0.3304,0.0009781,-0.8067965267293982,0.001404378935695166,0.3083970461296942,0.0008689018178550872,-2.336
7.59,0.2927,0.0008868,-0.8609905738402722,0.0012944021186637182,0.25419864423177185,0.0007589013343237577,-2.36
7.6,0.2674,0.0008068,-0.8932088602916461,0.0012814394143891448,0.22197556464519938,0.0007459423764767354,-2.364
7.61,0.22,0.0008035,-0.9171335094168401,0.0013020011324992112,0.19805344359894242,0.0007665396261566368,-2.377
7.62,0.1843,0.0007592,-0.943399334715771,0.0013151636383006463,0.1717959386174088,0.0007797471117261731,-2.4
7.63,0.1399,0.0007868,-0.9865983258469897,0.001275605721747252,0.12860572286954658,0.0007402108614672629,-2.44
7.64,0.08828,0.0006564,-1.0234838818971628,0.0012706235855827752,0.09172394803906812,0.0007352366532830862,-2.472
7.65,0.04019,0.000668,-1.088106233176348,0.001183399804040041,0.027102528188984364,0.0006479845176062092,-2.535
7.66,0.01153,0.0008664,-1.132443807853523,0.001188270078842093,-0.01724150348869813,0.0006528291932671929,-2.575
7.67,-0.03946,0.0006732,-1.1744279240600743,0.001208995400035063,-0.05922947363932078,0.0006735446941284829,-2.628
7.68,-0.08117,0.0006756,-1.1953419269554293,0.0013037447077029537,-0.08014381129930155,0.0007683164979053065,-2.669
7.69,-0.1346,0.0007854,-1.2542030741725538,0.0012657586828723946,-0.1390002121674644,0.0007303274982930798,-2.754
7.7,-0.1719,0.0007687,-1.3102541493874067,0.0012557347120476607,-0.1950541637550266,0.0007202800072576876,-2.824
7.71,-0.2129,0.0007771,-1.35350673486149,0.001301389675480548,-0.23831175241091795,0.0007659213851153927,-2.89
7.72,-0.2648,0.000856,-1.405127187914337,0.0013231485206474777,-0.28993479989012616,0.0007876684081715086,-2.973
7.73,-0.3054,0.0009435,-1.4348928964929963,0.0014247509219766199,-0.3197026787348663,0.0008892823567717206,-3.038
7.74,-0.3421,0.0009253,-1.4725504687026496,0.0014932726294513397,-0.35735715875510976,0.000957820361717879,-3.122
7.75,-0.3791,0.0009902,-1.523915882212554,0.0015168738747553497,-0.40872042730355346,0.0009814169652269387,-3.216
7.76,-0.426,0.001156,-1.541947765321369,0.0016581099195988544,-0.4267533655526928,0.0011226686734073586,-3.279
7.77,-0.4486,0.001176,-1.5647784601636343,0.0017686400714936829,-0.4495793208551199,0.001233221507716373,-3.362
7.78,-0.4705,0.001303,-1.6034814573845502,0.001818551355602032,-0.48827836838258126,0.001283130196476731,-3.456
7.79,-0.4954,0.001333,-1.6125462313719534,0.001968240008037568,-0.4973438000856583,0.0014328270371977202,-3.519
7.8,-0.5172,0.001511,-1.6054208890278718,0.002152870818459397,-0.4902144643260319,0.0016174894857380363,-3.581
7.81,-0.5381,0.001591,-1.6220944927854428,0.0022342937219591076,-0.5068810041852125,0.0016989197304168619,-3.667
7.82,-0.5612,0.001796,-1.6375026727156605,0.002314690040049901,-0.5222890619386744,0.0017792972436253497,-3.739
7.83,-0.561,0.001715,-1.6753716904193148,0.0023169548294083827,-0.5601635242440336,0.001781505208023604,-3.829
7.84,-0.5673,0.001874,-1.6749493175634864,0.002454704410424412,-0.5597532820930681,0.0019192222150075725,-3.877
7.85,-0.5756,0.002035,-1.6774964089180127,0.002565391779129864,-0.5623054549841066,0.0020298995995444284,-3.943
7.86,-0.568,0.002069,-1.6709030017161188,0.0026931525015888406,-0.555713964909323,0.0021576676862603453,-3.997
7.87,-0.5632,0.002261,-1.6636848933854114,0.0028058916223343707,-0.5484945021370636,0.0022704200325783116,-4.051
7.88,-0.5579,0.002324,-1.6751518648096388,0.0028431272286479924,-0.5599603635970208,0.0023076447508057676,-4.117
7.89,-0.5426,0.002396,-1.6555715303405523,0.0029815196057049313,-0.5403832529008348,0.0024460414559856676,-4.146
7.9,-0.5208,0.002557,-1.64085141102017,0.0030825714492922155,-0.5256614841664106,0.002547103896056081,-4.189
7.91,-0.5027,0.002623,-1.610646716879711,0.003218978367826766,-0.49545447121048714,0.0026835323681758095,-4.212
7.92,-0.4845,0.002727,-1.5896723562761195,0.00330186779058143,-0.4744755668261403,0.002766433344136825,-4.244
7.93,-0.4441,0.002805,-1.5349643465864267,0.0034806258268060453,-0.41976455760132525,0.0029452234843907197,-4.238
7.94,-0.415,0.002911,-1.5164685402173284,0.00350656015186546,-0.40126173400095416,0.0029711573737710418,-4.27
7.95,-0.3907,0.00298,-1.4899782418854641,0.0035537791071060965,-0.3747733834528248,0.0030183525466853716,-4.273
7.96,-0.3531,0.003133,-1.444875125600676,0.0036514777078061984,-0.3296745956887528,0.0031160394176623007,-4.259
7.97,-0.3128,0.003072,-1.4141264233583044,0.0036808671484694247,-0.29892773456594696,0.0031454110477441913,-4.259
7.98,-0.2645,0.003173,-1.368245074324953,0.0037507729461674125,-0.25305028836556165,0.0032153085007123583,-4.234
7.99,-0.2197,0.003203,-1.3263755239109631,0.0037894520985783326,-0.21118211504926743,0.0032539831836909216,-4.213
8.0,-0.1741,0.003182,-1.2535696801409024,0.003915631024213119,-0.13837627798891816,0.003380189952457284,-4.158
8.01,-0.1258,0.003262,-1.2001192104994045,0.003946128210230757,-0.08491906160412749,0.0034107095711853877,-4.125
8.02,-0.08706,0.003358,-1.1626039932190548,0.003910430564580077,-0.047400995337762514,0.0033750011455122584,-4.089
8.03,-0.03394,0.003317,-1.1257899617394798,0.0038709494669652493,-0.01059090563021939,0.00333548928434704,-4.041
8.04,0.009283,0.003338,-1.0683806054479081,0.003897033120741686,0.046812392740195725,0.003361561284684848,-3.971
8.05,0.07314,0.003352,-1.0232591833322988,0.0038673365362546794,0.09193218459282185,0.0033318577271904157,-3.915
8.06,0.1239,0.003355,-0.976583480662388,0.0038375219645237274,0.13860591905683062,0.003302038799680673,-3.847
8.07,0.1736,0.003235,-0.9368412503051267,0.003779376711593772,0.17834670178973258,0.0032438863824531474,-3.781
8.08,0.2145,0.00325,-0.9136228329708442,0.0036671803973702117,0.201562179972973,0.003131666240660344,-3.722
8.09,0.2653,0.003199,-0.8586973550621163,0.0036686961158458624,0.25648257145822445,0.0031331886279214573,-3.627
8.1,0.3111,0.003118,-0.8122998743576567,0.0036291256908437845,0.3028828646311395,0.0030936417956504347,-3.55
8.11,0.3603,0.003098,-0.7511959815017394,0.003631720753477768,0.3639922458856001,0.003096279322687236,-3.453
8.12,0.3846,0.003112,-0.6958295445924187,0.003600473280452269,0.4193683950093348,0.0030650742290322373,-3.363
8.13,0.4367,0.002982,-0.6714022443861027,0.003459796945035448,0.4438033607641825,0.0029243974294983596,-3.292
8.14,0.4673,0.002884,-0.6321488941067696,0.0033809917579492614,0.48305556769612207,0.0028455806449539513,-3.193
8.15,0.5002,0.002778,-0.5841268572264734,0.0033315351735598788,0.5310768284301635,0.0027961262077758346,-3.092
8.16,0.5348,0.002696,-0.5782444647748501,0.0031397486583395686,0.5369595467566639,0.002604307765706251,-3.028
8.17,0.5599,0.002532,-0.5393326434085778,0.0030797282362017304,0.5758642218346609,0.002544273511587598,-2.918
8.18,0.5758,0.002438,-0.5434232906252925,0.0028775305980697054,0.5717710903588102,0.0023420426883889256,-2.859
8.19,0.6011,0.002326,-0.5298680641869262,0.002760369171156189,0.5853181413895325,0.0022248588540156925,-2.768
8.2,0.6149,0.002181,-0.5180124387750878,0.002648591771525055,0.5971699186139371,0.002113080289178717,-2.689
8.21,0.6313,0.002141,-0.5080613647921712,0.0025409963571490085,0.6071210044806734,0.0020054988720227406,-2.613
8.22,0.6302,0.002034,-0.5117585691591517,0.0023992040628033734,0.6034261839473175,0.0018637169079291699,-2.55
8.23,0.6343,0.00195,-0.5114493259066067,0.0022885166707760124,0.6037369473527634,0.0017530434959939487,-2.481
