time,x,y,z,xref,yref,zref,ux,uy,uz,dx_dt,dy_dt,dz_dt,rx_est,ry_est,rz_est
42.890236,3.354,-0.3223,-0.002303,-0.0002878,-0.0002878,-0.2878,-0.0002894,-0.0002894,-0.2549,-10.500080840005381,-6.104902488397217,0.0014510601160437897,-0.00010189266963192838,-0.0010274996687323573,-0.24643857713323064
42.900234,3.247,-0.3809,-0.002262,7.396e-06,7.396e-06,0.007396,6.105e-06,6.105e-06,0.01961,-9.750380780017565,-4.880392390417072,0.00744866059594651,-6.91717755740449e-05,-0.0008123005287970927,0.008515975956083555
42.910236,3.159,-0.4199,-0.002154,0.0002999,0.0002999,0.2999,0.0002991,0.0002991,0.3333,-10.249922943317216,-2.6845014139580883,0.012399860540928703,-8.139667930476675e-05,-0.0004834544606374351,0.22836470907975265
42.920235,3.042,-0.4346,-0.002014,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902,-9.751267709664944,-0.9800980122520286,0.015202400454090895,-8.480984953439415e-05,-0.0002459695503088836,0.360181495739872
42.930233,2.964,-0.4395,-0.00185,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902,-7.800000623998784,-0.7299040583961229,0.015600321248010168,-4.1222622513240574e-05,-0.0003198395895324028,0.37608479484597157
42.940235,2.886,-0.4492,-0.001702,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941,-8.050100644005738,-1.4651981172084163,0.012799201023969767,-6.111550262730839e-05,-0.0005634853013369067,0.2199422295331394
42.950233,2.803,-0.4688,-0.001594,-7.372e-06,-7.372e-06,-0.007372,-8.547e-06,-8.547e-06,0.01961,-8.551257727672748,-0.24520830820171824,0.007151437806193692,-8.382137234720318e-05,-0.0004071591975670922,-0.09492283149219377
42.960232,2.715,-0.4541,-0.001559,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941,-9.299385456681364,-1.9488766951809247,0.0030999651352321828,-0.00013563667252390984,-0.0006969733197660457,-0.2920338227300615
42.970234,2.617,-0.5078,-0.001532,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451,-10.000080800001584,-4.149512331980212,0.0018996801519871598,-0.00014746500853380474,-0.0011059319155937702,-0.4084847216541113
42.980232,2.515,-0.5371,-0.001521,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451,-9.750180780005564,-3.174902253995665,0.0021995601759823846,-0.00014615789341946905,-0.000892589413631494,-0.42210699399964097
42.990234,2.422,-0.5713,-0.001488,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549,-9.049472937310284,-2.9297066538503884,0.00585047270135744,-0.00012624000255527778,-0.0008449346667298863,-0.26543728717303305
43.000233,2.334,-0.5957,-0.001404,7.348e-06,7.348e-06,0.007348,6.105e-06,6.105e-06,0.01961,-7.350957658656867,-1.220060996947975,0.010651822860453575,-8.094229300107512e-05,-0.0005736088918643868,-0.03882270085548711
43.010231,2.275,-0.5957,-0.001275,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333,-6.349820507993911,0.9746100779841953,0.014599321167975063,-6.449900852097858e-05,-0.0002600119511160912,0.16755251066173626
43.020233,2.207,-0.5762,-0.001112,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902,-5.099320407972527,3.1754902540187437,0.016325011305997894,-5.429019073645907e-05,3.7772664786046134e-05,0.2772715910775698
43.030231,2.173,-0.5322,-0.0009485,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902,-3.6496929777974003,3.9100499739679933,0.016344187333428815,-4.4811253224692844e-05,5.722978204233888e-05,0.3222741137916585
43.040234,2.134,-0.498,-0.0007851,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941,-3.449092755300157,2.9292187222094164,0.013711309806699289,-6.828389832257134e-05,-0.00024445876248010783,0.21882727669423885
43.050236,2.104,-0.4736,-0.0006742,-7.444e-06,-7.444e-06,-0.007444,-8.547e-06,-8.547e-06,0.01961,-2.9499802359987513,2.6850982148034355,0.007733658618746135,-7.480708452818445e-05,-0.00036815109111730017,-0.06928432741195206
43.060234,2.075,-0.4443,-0.0006304,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941,-3.900780156032127,1.70534106821286,0.002775555111021198,-0.00012772677331703388,-0.0005589464383254674,-0.2991939787958117
43.070232,2.026,-0.4395,-0.0006187,-0.0004777,-0.0004777,-0.4777,-0.0004799,-0.0004799,-0.451,-3.400580358489549,1.2195691925004084,-0.00043917313653395185,-0.00012692355177773828,-0.0006286478980990607,-0.462459971577995
43.080235,2.007,-0.4199,-0.0006392,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451,-2.200040265469184,0.9794611738963397,-0.0005842383977739084,-0.00010687659853847957,-0.000629639621187601,-0.4504439834356199
43.090233,1.982,-0.4199,-0.0006304,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549,-2.2001201760053704,1.4644141171762541,0.0024793601983742475,-0.00011269722282207631,-0.0005334891391348128,-0.29027904882899436
43.100235,1.963,-0.3906,-0.0005896,7.42e-06,7.42e-06,0.00742,6.105e-06,6.105e-06,0.01961,-0.19932001597328508,3.90539031241471,0.00598076047842892,-7.43283988857384e-05,-9.237366441152621e-05,-0.07792584218773607
43.110233,1.978,-0.3418,-0.0005108,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333,1.2002100420085782,4.635719884839396,0.010656320959801804,-5.7824790672773674e-05,-1.5421268034895874e-05,0.21531245977843838
43.120232,1.987,-0.2979,-0.0003765,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902,3.8989052751962134,5.124523515445542,0.013574278399067488,-6.318455734281316e-07,-3.813858496546502e-05,0.4117632747032483
43.130234,2.056,-0.2393,-0.0002393,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902,6.0996804879880955,6.3501965080093274,0.01181924094557121,4.6730897104614046e-05,4.5929944689878516e-05,0.3786099166344628
43.140232,2.109,-0.1709,-0.0001401,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941,4.850180388008383,6.350196508009327,0.007587933806999822,-1.9479056829276617e-05,-4.406503438961966e-05,0.2257971794299507
43.150234,2.153,-0.1123,-8.756e-05,-7.396e-06,-7.396e-06,-0.007396,-8.547e-06,-8.547e-06,0.01961,5.14897020595879,5.125974805038959,0.0026264747050589706,-3.526036973179237e-05,-0.00031509374444537873,0.025012097580482992
43.160236,2.212,-0.06836,-8.756e-05,-0.0002999,-0.0002999,-0.2999,-0.0003016,-0.0003016,-0.2941,5.149517767082742,4.149719504414167,-0.003357839308754376,-4.777707305362257e-05,-0.0005052885214272343,-0.2439078390616788
43.170235,2.256,-0.0293,-0.0001547,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451,4.650722635401991,3.9068860824535276,-0.00788329935184581,-7.591797888434546e-05,-0.0004861711839812636,-0.44143889011449894
43.180233,2.305,0.009766,-0.0002452,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451,5.099920407996095,3.174293293931016,-0.008315294665210264,-7.432632179600403e-05,-0.0005375782417533971,-0.42495760509719266
43.190235,2.358,0.03418,-0.000321,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549,6.350420508018502,3.1739931739086598,-0.005399128431965317,-3.8894578129804674e-05,-0.0004789206146810701,-0.24808643442314682
43.200233,2.432,0.07324,-0.0003532,7.372e-06,7.372e-06,0.007372,6.105e-06,6.105e-06,0.01961,8.09924606757184,4.880269120950307,-0.0008811259952672922,7.689662609311156e-06,-0.0001509204372843187,0.027174732967425966
43.210236,2.52,0.1318,-0.0003386,0.0002999,0.0002999,0.2999,0.0002991,0.0002991,0.3333,9.249763656716368,5.1273802900969985,0.0033607823334046508,2.784339364869724e-05,-0.0001372537351932631,0.30750170039039515
43.220234,2.617,0.1758,-0.000286,0.0004778,0.0004778,0.4778,0.0004774,0.0004774,0.4902,10.452090418083614,6.596319263851535,0.004965993198640181,6.035613968998242e-05,5.110172088190301e-05,0.4354221244249087
43.230232,2.729,0.2637,-0.0002393,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902,11.749780939989563,7.5654906052180735,0.003500468280017833,7.299379203218201e-05,0.00016987466182757796,0.4467044816793323
43.240234,2.852,0.3271,-0.000216,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941,11.49918557016349,6.589745805481748,-0.001025955198060459,5.617047400522968e-05,-7.014819942308928e-05,0.2734630622453992
43.250233,2.959,0.3955,-0.0002598,-7.348e-06,-7.348e-06,-0.007348,-8.547e-06,-8.547e-06,0.01961,11.199290546918206,5.375170961338505,-0.00641906736608742,3.114896316899204e-05,-0.0002748456156604509,0.05991115810094971
43.260235,3.076,0.4346,-0.0003444,-0.0002999,-0.0002999,-0.2999,-0.0003016,-0.0003016,-0.2941,9.74922077996996,4.150096332004779,-0.012401576992067167,-8.698079236235863e-06,-0.00046418252723538236,-0.21375444514527153
43.270233,3.154,0.4785,-0.0005078,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451,9.299400743977259,3.170488253620661,-0.016200057296005575,-3.0343108797087283e-05,-0.0005029803329074434,-0.3684389954351715
43.280235,3.262,0.498,-0.0006684,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451,9.299085486672368,1.2197200798350458,-0.01517897774733733,-1.6873626790929474e-05,-0.0007573418898233808,-0.2955569566307956
43.290234,3.34,0.5029,-0.0008114,-0.0002879,-0.0002879,-0.2879,-0.0002894,-0.0002894,-0.2549,8.999190463427112,0.7348897922552347,-0.012110052009460998,-1.068849985071677e-05,-0.0007480203541390185,-0.13021351905462097
43.300236,3.442,0.5127,-0.0009106,7.444e-06,7.444e-06,0.007444,6.105e-06,6.105e-06,0.01961,10.250020819999207,2.445586195622621,-0.007879184630366763,4.4892106893138265e-05,-0.0003864256814708037,0.10077622752442567
43.310234,3.545,0.5518,-0.000969,0.0002998,0.0002998,0.2998,0.0002991,0.0002991,0.3333,10.052010402080725,3.4206841368271803,-0.003940788157630375,3.9523932430847236e-05,-0.00018524236311700918,0.34577559511908396
43.320232,3.643,0.5811,-0.0009894,0.0004777,0.0004777,0.4777,0.0004774,0.0004774,0.4902,11.948329130822088,3.9043177965287548,-0.0014602171571432218,0.00010197293587865027,-0.00011614391283993524,0.5047598470245523
43.330235,3.784,0.6299,-0.0009982,0.0004732,0.0004732,0.4732,0.0004725,0.0004725,0.4902,12.648644185083953,4.389536084124487,-0.002330608724582968,0.00012672601141087492,-7.239797845893961e-05,0.5080557758788025
43.340233,3.896,0.6689,-0.001036,0.0002879,0.0002879,0.2879,0.0002869,0.0002869,0.2941,11.249980900001475,3.175290254012541,-0.0059891164791649396,8.732449007619388e-05,-0.0003035961946054217,0.355788990469257
43.350235,4.009,0.6934,-0.001118,-7.42e-06,-7.42e-06,-0.00742,-8.547e-06,-8.547e-06,0.01961,10.299600823982757,1.7097041367881047,-0.010951100876041502,7.033401844631671e-05,-0.0005465079618236042,0.12087644620055027
43.360233,4.102,0.7031,-0.001255,-0.0002998,-0.0002998,-0.2998,-0.0003016,-0.0003016,-0.2941,6.351180508045331,0.48519403880754197,-0.016348941307955896,-3.2825574896957755e-05,-0.0006865678309878762,-0.15162265157993426
43.370235,4.136,0.7031,-0.001445,-0.0004778,-0.0004778,-0.4778,-0.0004799,-0.0004799,-0.451,5.600380199981089,-1.4653662756404984,-0.01869897589711822,-4.75419227211656e-05,-0.0008789145988102809,-0.27448245990134057
43.380234,4.214,0.6738,-0.001629,-0.0004732,-0.0004732,-0.4732,-0.000475,-0.000475,-0.451,6.799960292961998,-3.414683926734579,-0.017199500780891983,2.427970340919351e-05,-0.0011208442369812568,-0.22538990082503296
